date,close,volume,high,low,open
2015-05-20,130.06,36261170.0000,130.98,129.34,130.07
2015-05-19,130.07,44395440.0000,130.88,129.64,130.0
2015-05-18,130.19,50723240.0000,130.72,128.36,130.69
2015-05-15,128.77,38128470.0000,129.49,128.21,128.38
2015-05-14,128.95,45123920.0000,128.95,127.16,129.07
2015-05-13,126.01,34611600.0000,127.19,125.87,127.41
2015-05-12,125.865,48073450.0000,126.88,124.82,126.15
2015-05-11,126.32,41920740.0000,127.56,125.625,125.6
2015-05-08,127.62,55473820.0000,127.62,126.11,127.39
2015-05-07,125.26,42653920.0000,126.08,124.02,126.68
2015-05-06,125.01,72037370.0000,126.75,123.36,124.77
2015-05-05,125.8,49127770.0000,128.4498,125.78,126.56
2015-05-04,128.7,50905020.0000,130.57,128.26,128.15
2015-05-01,128.95,57349000.0000,130.13,125.3,129.5
2015-04-30,125.15,82924980.0000,127.88,124.58,126.1
2015-04-29,128.64,63063240.0000,131.59,128.3,127.5
2015-04-28,130.56,118693700.0000,134.54,129.57,130.16
2015-04-27,132.65,95084260.0000,133.13,131.15,134.455
2015-04-24,130.28,44209710.0000,130.63,129.23,132.31
2015-04-23,129.67,45596690.0000,130.42,128.14,130.49
2015-04-22,128.62,37575420.0000,128.87,126.32,128.3
2015-04-21,126.91,32341380.0000,128.2,126.67,126.99
2015-04-20,127.6,46975110.0000,128.12,125.17,128.1
2015-04-17,124.75,51481310.0000,126.14,124.46,125.57
2015-04-16,126.17,28020240.0000,127.1,126.11,125.55
2015-04-15,126.78,28922420.0000,127.13,126.01,126.28
2015-04-14,126.3,25418280.0000,127.29,125.91,126.41
2015-04-13,126.85,36248620.0000,128.57,126.61,127.0
2015-04-10,127.1,40125760.0000,127.21,125.26,128.37
2015-04-09,126.56,32244360.0000,126.58,124.66,125.95
2015-04-08,125.6,37272090.0000,126.4,124.97,125.85
2015-04-07,126.01,34894810.0000,128.1218,125.98,125.85
2015-04-06,127.35,36917490.0000,127.51,124.33,127.64
2015-04-02,125.32,32171410.0000,125.56,124.19,124.47
2015-04-01,124.25,40463140.0000,125.12,123.1,125.03
2015-03-31,124.43,42019420.0000,126.49,124.355,124.82
2015-03-30,126.37,46974980.0000,126.4,124.0,126.09
2015-03-27,123.25,39471720.0000,124.7,122.91,124.05
2015-03-26,124.24,47409610.0000,124.88,122.6,124.57
2015-03-25,123.38,51505600.0000,126.82,123.38,122.76
2015-03-24,126.69,32747200.0000,128.04,126.56,126.54
2015-03-23,127.21,37597600.0000,127.85,126.52,127.23
2015-03-20,125.9,68516180.0000,128.4,125.16,127.12
2015-03-19,127.495,45674520.0000,129.2451,127.4,128.25
2015-03-18,128.47,65118170.0000,129.16,126.37,128.75
2015-03-17,127.04,50891230.0000,127.32,125.65,127.0
2015-03-16,124.95,35816300.0000,124.95,122.87,125.9
2015-03-13,123.59,51744670.0000,125.3951,122.58,123.88
2015-03-12,124.45,48233270.0000,124.9,121.63,124.4
2015-03-11,122.24,68812690.0000,124.77,122.11,122.31
2015-03-10,124.51,68720360.0000,127.22,123.8,124.75
2015-03-09,127.14,88410240.0000,129.57,125.06,126.41
2015-03-06,126.6,72699680.0000,129.37,126.26,127.96
2015-03-05,126.41,56391280.0000,128.75,125.76,128.4
2015-03-04,128.54,31588480.0000,129.56,128.32,128.58
2015-03-03,129.36,37749900.0000,129.52,128.09,129.1
2015-03-02,129.09,48042680.0000,130.28,128.3,128.96
2015-02-27,128.46,61931350.0000,130.57,128.24,129.25
2015-02-26,130.415,91171830.0000,130.87,126.61,130.0
2015-02-25,128.79,74555120.0000,131.6,128.15,128.785
2015-02-24,132.17,69109410.0000,133.6,131.17,131.56
2015-02-23,133.0,73089250.0000,133.0,129.66,132.94
2015-02-20,129.495,48878410.0000,129.5,128.05,130.02
2015-02-19,128.45,37295460.0000,129.03,128.33,128.62
2015-02-18,128.715,44695980.0000,128.78,127.45,128.48
2015-02-17,127.83,63014110.0000,128.88,126.92,127.625
2015-02-13,127.08,53955650.0000,127.28,125.65,127.49
2015-02-12,126.46,74374630.0000,127.48,125.57,127.28
2015-02-11,124.88,73278020.0000,124.92,122.5,126.06
2015-02-10,122.02,61845390.0000,122.15,120.16,122.77
2015-02-09,119.72,37900780.0000,119.84,118.43,120.17
2015-02-06,118.93,43633660.0000,120.25,118.45,118.55
2015-02-05,119.94,42197110.0000,120.23,119.25,120.02
2015-02-04,119.56,69975180.0000,120.51,118.309,120.02
2015-02-03,118.65,51842080.0000,119.09,117.61,118.5
2015-02-02,118.63,62542440.0000,119.17,116.08,118.5
2015-01-30,117.16,83646800.0000,120.0,116.85,118.05
2015-01-29,118.9,84132130.0000,119.19,115.56,118.4
2015-01-28,115.31,146184300.0000,118.12,115.31,116.32
2015-01-27,109.14,92326640.0000,112.48,109.03,117.625
2015-01-26,113.1,55457420.0000,114.3626,112.8,112.42
2015-01-23,112.98,46420020.0000,113.75,111.53,113.74
2015-01-22,112.4,53717440.0000,112.47,109.72,112.3
2015-01-21,109.55,48482860.0000,111.06,108.27,110.26
2015-01-20,108.72,49742320.0000,108.9667,106.5,108.95
2015-01-16,105.99,78453330.0000,107.58,105.2,107.84
2015-01-15,106.82,59808470.0000,110.06,106.66,107.03
2015-01-14,109.8,48728190.0000,110.49,108.5,110.0
2015-01-13,110.22,66969980.0000,112.8,108.91,109.04
2015-01-12,109.25,49571170.0000,112.63,108.8,111.43
2015-01-09,112.01,53645730.0000,113.25,110.21,112.6
2015-01-08,111.89,59168760.0000,112.15,108.7,112.67
2015-01-07,107.75,39983350.0000,108.2,106.695,109.23
2015-01-06,106.26,65682250.0000,107.43,104.63,107.2
2015-01-05,106.25,64210880.0000,108.65,105.41,106.54
2015-01-02,109.33,53143770.0000,111.44,107.35,108.29
2014-12-31,110.38,41304780.0000,113.13,110.21,111.39
2014-12-30,112.52,29798660.0000,113.92,112.11,112.82
2014-12-29,113.91,27533430.0000,114.77,113.7,113.64
2014-12-26,113.99,33681200.0000,114.52,112.01,113.79
2014-12-24,112.01,14479610.0000,112.71,112.01,112.1
2014-12-23,112.54,25991030.0000,113.33,112.46,112.58
2014-12-22,112.94,45097060.0000,113.49,111.97,113.23
2014-12-19,111.78,86595830.0000,113.24,111.66,112.16
2014-12-18,112.65,58785590.0000,112.65,110.66,112.26
2014-12-17,109.41,53265930.0000,109.84,106.82,111.87
2014-12-16,106.745,60651790.0000,110.16,106.26,107.12
2014-12-15,108.225,67083260.0000,111.6,106.35,106.37
2014-12-12,109.73,55873820.0000,111.87,109.58,110.7
2014-12-11,111.62,41404690.0000,113.8,111.34,110.46
2014-12-10,111.95,44475360.0000,114.85,111.54,112.26
2014-12-09,114.12,60112240.0000,114.3,109.35,114.41
2014-12-08,112.4,57445030.0000,114.648,111.62,110.19
2014-12-05,115.0,38230970.0000,116.08,114.64,114.1
2014-12-04,115.49,42068020.0000,117.2,115.29,115.99
2014-12-03,115.93,42956200.0000,116.35,115.11,115.77
2014-12-02,114.63,59205320.0000,115.75,112.75,115.75
2014-12-01,115.07,83657780.0000,119.25,111.27,113.5
2014-11-28,118.93,24814400.0000,119.4,118.05,118.81
2014-11-26,119.0,40756950.0000,119.1,117.83,119.27
2014-11-25,117.6,68719930.0000,119.75,117.45,117.94
2014-11-24,118.625,46867340.0000,118.77,116.62,119.07
2014-11-21,116.47,56759320.0000,117.57,116.03,116.85
2014-11-20,116.31,43148650.0000,116.86,114.85,117.51
2014-11-19,114.67,41815550.0000,115.74,113.8,114.91
2014-11-18,115.47,44163250.0000,115.69,113.89,115.44
2014-11-17,113.99,46687710.0000,117.28,113.3,113.94
2014-11-14,114.18,43789060.0000,114.19,113.05,114.27
2014-11-13,112.82,59418180.0000,113.45,111.6,113.15
2014-11-12,111.25,46372630.0000,111.43,109.37,111.8
2014-11-11,109.7,27330410.0000,109.75,108.4,109.38
2014-11-10,108.83,27066060.0000,109.33,108.67,108.7
2014-11-07,109.01,33655280.0000,109.32,108.55,109.02
2014-11-06,108.7,34733740.0000,108.79,107.8,108.75
2014-11-05,108.86,37365530.0000,109.3,108.125,108.6
2014-11-04,108.6,41423660.0000,109.49,107.72,109.1
2014-11-03,109.4,52154490.0000,110.3,108.01,109.36
2014-10-31,108.0,44550790.0000,108.04,107.21,108.22
2014-10-30,106.98,40572000.0000,107.35,105.9,108.01
2014-10-29,107.34,52545580.0000,107.37,106.36,106.959
2014-10-28,106.74,47689070.0000,106.74,105.35,106.65
2014-10-27,105.11,34086120.0000,105.48,104.7,105.4
2014-10-24,105.22,46937880.0000,105.49,104.53,104.85
2014-10-23,104.83,70760150.0000,105.051,103.63,105.18
2014-10-22,102.99,68140010.0000,104.11,102.6,104.08
2014-10-21,102.47,93786680.0000,103.02,101.27,102.84
2014-10-20,99.76,75705040.0000,99.96,98.22,103.02
2014-10-17,97.67,67723910.0000,99.0,96.81,98.315
2014-10-16,96.26,72017830.0000,97.72,95.41,97.5
2014-10-15,97.54,99942790.0000,99.15,95.18,95.55
2014-10-14,98.75,63287170.0000,100.52,98.57,97.97
2014-10-13,99.81,53437060.0000,101.78,99.81,100.39
2014-10-10,100.73,66249770.0000,102.03,100.3,101.33
2014-10-09,101.02,77283330.0000,102.38,100.61,100.69
2014-10-08,100.8,57329820.0000,101.11,98.31,101.54
2014-10-07,98.75,42003200.0000,100.12,98.73,98.76
2014-10-06,99.62,36780620.0000,100.65,99.42,99.43
2014-10-03,99.62,43419580.0000,100.21,99.04,99.95
2014-10-02,99.9,47697150.0000,100.22,98.04,99.44
2014-10-01,99.18,51400260.0000,100.69,98.7,99.27
2014-09-30,100.75,55119980.0000,101.54,100.53,100.59
2014-09-29,100.11,49263260.0000,100.435,98.63,100.81
2014-09-26,100.75,62276770.0000,100.75,98.4,98.65
2014-09-25,97.87,99689300.0000,100.71,97.72,98.53
2014-09-24,101.75,59974260.0000,102.85,101.2,100.51
2014-09-23,102.64,63255860.0000,102.94,100.54,102.16
2014-09-22,101.06,52421660.0000,102.14,100.58,100.6
2014-09-19,100.96,70747430.0000,102.35,100.88,101.8
2014-09-18,101.79,36971170.0000,102.35,101.56,102.29
2014-09-17,101.58,60783090.0000,101.8,100.5922,101.93
2014-09-16,100.86,66754370.0000,101.26,98.89,101.27
2014-09-15,101.63,61169670.0000,103.05,101.44,99.8
2014-09-12,101.66,62826040.0000,102.19,101.08,102.81
2014-09-11,101.43,62077230.0000,101.44,99.62,101.21
2014-09-10,101.0,100352500.0000,101.11,97.76,100.41
2014-09-09,97.99,189419500.0000,103.08,96.14,98.01
2014-09-08,98.36,46176570.0000,99.31,98.05,99.08
2014-09-05,98.97,58280030.0000,99.39,98.31,99.3
2014-09-04,98.12,85537710.0000,100.09,97.79,98.8
2014-09-03,98.94,125000400.0000,103.2,98.58,98.85
2014-09-02,103.3,53227770.0000,103.74,102.72,103.1
2014-08-29,102.5,44516120.0000,102.9,102.2,103.06
2014-08-28,102.25,68368740.0000,102.78,101.56,102.86
2014-08-27,102.13,46807000.0000,102.57,100.7,101.59
2014-08-26,100.889,33079170.0000,101.5,100.86,101.02
2014-08-25,101.54,40087220.0000,102.17,101.28,101.42
2014-08-22,101.32,44028280.0000,101.47,100.19,101.79
2014-08-21,100.58,33377530.0000,100.94,100.11,100.29
2014-08-20,100.57,52565000.0000,101.09,99.95,100.57
2014-08-19,100.53,69189840.0000,100.68,99.32,100.44
2014-08-18,99.16,47285630.0000,99.37,97.98,99.41
2014-08-15,97.98,48938120.0000,98.19,96.86,98.49
2014-08-14,97.5,28056530.0000,97.57,96.8,97.9
2014-08-13,97.24,31866630.0000,97.24,96.04,97.33
2014-08-12,95.97,33485870.0000,96.88,95.61,96.15
2014-08-11,95.99,36459430.0000,96.08,94.8355,96.04
2014-08-08,94.74,41783300.0000,94.82,93.28,95.27
2014-08-07,94.48,46553350.0000,95.95,94.1,94.26
2014-08-06,94.96,38463700.0000,95.48,94.71,94.93
2014-08-05,95.12,55861030.0000,95.68,94.36,94.75
2014-08-04,95.59,39860740.0000,96.58,95.17,95.36
2014-08-01,96.13,48379730.0000,96.62,94.81,96.37
2014-07-31,95.6,56625420.0000,97.45,95.33,94.9
2014-07-30,98.15,32978480.0000,98.7,97.67,97.16
2014-07-29,98.38,42957960.0000,99.44,98.25,98.44
2014-07-28,99.02,54926940.0000,99.24,97.55,99.33
2014-07-25,97.671,43384590.0000,97.84,96.64,97.82
2014-07-24,97.03,45609040.0000,97.32,96.42,96.85
2014-07-23,97.19,90937230.0000,97.88,95.17,97.035
2014-07-22,94.72,54297530.0000,94.89,94.12,95.42
2014-07-21,93.939,38792960.0000,95.0,93.72,94.68
2014-07-18,94.43,49838110.0000,94.74,93.02,94.99
2014-07-17,93.0899,57111160.0000,95.279,92.57,93.62
2014-07-16,94.78,53323940.0000,97.1,94.74,95.03
2014-07-15,95.32,45187420.0000,96.85,95.03,96.97
2014-07-14,96.45,42643760.0000,96.89,95.65,96.8
2014-07-11,95.22,33960300.0000,95.89,94.8625,95.86
2014-07-10,95.035,39633800.0000,95.55,93.52,95.36
2014-07-09,95.39,36267350.0000,95.95,94.76,93.76
2014-07-08,95.35,65111960.0000,96.8,93.92,95.44
2014-07-07,95.968,54809030.0000,95.99,94.1,96.27
2014-07-03,94.03,22891750.0000,94.1,93.2,94.14
2014-07-02,93.48,28414310.0000,94.06,93.09,93.67
2014-07-01,93.52,38156280.0000,94.07,93.13,93.865
2014-06-30,92.93,49474230.0000,93.725,92.09,93.52
2014-06-27,91.98,61758200.0000,92.0,90.77,92.1
2014-06-26,90.9,32528680.0000,91.05,89.8,90.82
2014-06-25,90.36,36835900.0000,90.7,89.65,90.37
2014-06-24,90.28,38977670.0000,91.74,90.19,90.21
2014-06-23,90.83,43611710.0000,91.62,90.6,90.75
2014-06-20,90.91,100478600.0000,92.55,90.9,91.32
2014-06-19,91.86,35476080.0000,92.3,91.3389,91.85
2014-06-18,92.18,33314720.0000,92.29,91.35,92.29
2014-06-17,92.08,29684620.0000,92.7,91.8,92.27
2014-06-16,92.2,35371460.0000,92.75,91.45,92.31
2014-06-13,91.28,54406640.0000,92.44,90.88,91.51
2014-06-12,92.29,54628650.0000,94.12,91.9,92.2
2014-06-11,93.86,45528740.0000,94.76,93.47,94.04
2014-06-10,94.25,62563070.0000,95.05,93.57,94.13
2014-06-09,93.7,75295450.0000,93.88,91.75,94.73
2014-06-06,92.2243,87403076.0000,93.0371,92.0671,92.7
2014-06-05,92.4785,75796583.0000,92.7671,91.8014,92.8428
2014-06-04,92.1171,83735285.0000,92.5557,90.8728,92.3143
2014-06-03,91.0771,73043412.0000,91.2485,89.75,91.0628
2014-06-02,89.8071,92179668.0000,90.69,88.9285,89.78
2014-05-30,90.4285,140860202.0000,92.0243,89.8428,90.5657
2014-05-29,90.7685,93737728.0000,90.9814,89.6814,91.14
2014-05-28,89.1443,78793704.0000,89.9757,89.1114,89.6928
2014-05-27,89.3757,86840486.0000,89.4085,87.9471,89.4314
2014-05-23,87.7328,57918367.0000,87.8184,86.6385,87.9828
2014-05-22,86.7528,50142667.0000,87.1214,86.3,86.75
2014-05-21,86.6157,49184983.0000,86.6714,86.0085,86.6571
2014-05-20,86.3871,58232373.0000,86.6285,85.8185,86.2614
2014-05-19,86.37,78819884.0000,86.7614,85.3328,86.3585
2014-05-16,85.3585,68960136.0000,85.3614,83.6285,85.4071
2014-05-15,84.1171,57427744.0000,85.2285,84.0057,84.09
2014-05-14,84.8385,41505203.0000,85.3428,84.5343,84.9571
2014-05-13,84.8228,39854512.0000,84.9343,84.3857,84.6328
2014-05-12,84.69,53184042.0000,84.8085,83.9143,84.5714
2014-05-09,83.6489,72767192.0000,83.75,82.9043,83.9271
2014-05-08,83.9985,57243511.0000,84.9157,83.7714,83.5057
2014-05-07,84.6185,70532231.0000,85.3271,83.9614,84.0357
2014-05-06,84.9157,93468228.0000,86.3442,84.9157,85.0357
2014-05-05,85.8514,71523851.0000,85.8571,84.2857,85.9714
2014-05-02,84.6543,47673150.0000,84.8857,84.2443,84.3057
2014-05-01,84.4971,60958860.0000,84.9714,83.7657,84.62
2014-04-30,84.2985,114029614.0000,85.6328,84.2571,84.5714
2014-04-29,84.6185,84049445.0000,85.14,84.2157,84.6628
2014-04-28,84.87,167001640.0000,85.1071,81.7928,84.82
2014-04-25,81.7057,97435199.0000,81.7128,80.5657,81.8285
2014-04-24,81.11,189588407.0000,81.4285,80.1043,80.6471
2014-04-23,74.9643,93473618.0000,75.8757,74.9214,81.1728
2014-04-22,75.957,50607747.0000,75.9751,75.2144,75.58
2014-04-21,75.8814,45546494.0000,76.02,74.8514,75.4728
2014-04-17,74.9914,70978621.0000,75.3943,74.1714,75.0485
2014-04-16,74.1443,52515794.0000,74.4414,73.4479,74.2857
2014-04-15,73.9942,66461884.0000,74.52,73.0471,74.0071
2014-04-14,74.5257,51252748.0000,74.5943,73.8871,74.3243
2014-04-11,74.23,67920698.0000,74.69,73.8771,74.5571
2014-04-10,74.7828,59701814.0000,76.0343,74.7385,74.1428
2014-04-09,75.76,51357706.0000,75.7843,74.5743,75.8114
2014-04-08,74.7771,60880929.0000,75.16,74.1,74.6628
2014-04-07,74.7814,72146992.0000,75.8428,74.5557,75.0271
2014-04-04,75.9743,68615246.0000,77.1428,75.7971,75.4314
2014-04-03,76.97,40472773.0000,77.5,76.8057,77.1157
2014-04-02,77.5071,44803807.0000,77.64,77.18,77.3414
2014-04-01,77.3785,50069657.0000,77.41,76.6814,77.4828
2014-03-31,76.6771,41787976.0000,77.2585,76.5614,76.8228
2014-03-28,76.6943,49703046.0000,76.9914,76.3214,77.0328
2014-03-27,76.78,55330425.0000,77.3571,76.4457,76.9028
2014-03-26,77.1114,74394902.0000,78.4285,76.98,77.145
2014-03-25,77.8557,70284361.0000,77.9643,77.0843,78.0743
2014-03-24,77.0271,88674487.0000,77.2143,76.4371,77.3571
2014-03-21,76.1243,93431688.0000,76.25,75.19,76.9171
2014-03-20,75.5285,52017415.0000,76.0957,75.3357,75.99
2014-03-19,75.8943,56077605.0000,76.6057,75.5714,75.6985
2014-03-18,75.9143,52279152.0000,75.9957,75.0286,76.0371
2014-03-17,75.2485,49725201.0000,75.71,75.1214,75.1285
2014-03-14,74.9557,59166181.0000,75.8414,74.7143,75.3857
2014-03-13,75.8071,64314038.0000,77.0943,75.5943,75.5414
2014-03-12,76.6585,49819071.0000,76.7643,76.0,76.7771
2014-03-11,76.5843,69791288.0000,76.9628,76.0843,76.3585
2014-03-10,75.8457,44638950.0000,76.19,75.477,76.4928
2014-03-07,75.7771,55164427.0000,75.9971,75.15,75.48
2014-03-06,75.8214,46363282.0000,76.3485,75.4428,75.87
2014-03-05,76.0514,50000910.0000,76.3928,75.59,76.1128
2014-03-04,75.8914,64772440.0000,76.0914,75.3957,75.8457
2014-03-03,75.3943,59671581.0000,75.8071,74.6871,75.8571
2014-02-28,75.1771,92930208.0000,76.1071,74.5885,74.7743
2014-02-27,75.3814,75444623.0000,75.54,73.7214,75.5828
2014-02-26,73.9071,69024270.0000,75.0,73.6571,73.8771
2014-02-25,74.58,57961606.0000,75.6521,74.4285,74.8014
2014-02-24,75.3643,72208942.0000,75.7028,74.6314,75.6257
2014-02-21,75.0357,69688045.0000,76.3671,74.9428,74.7357
2014-02-20,75.8785,76457383.0000,76.7143,75.5714,76.1133
2014-02-19,76.7671,78415914.0000,78.1271,76.3357,76.1414
2014-02-18,77.9985,65048101.0000,78.7414,77.9443,77.8214
2014-02-14,77.7128,68395257.0000,77.9971,77.3157,78.0
2014-02-13,77.7757,76790093.0000,77.8357,76.3143,77.4957
2014-02-12,76.56,76994423.0000,77.08,76.1771,76.38
2014-02-11,76.5657,70489461.0000,76.8214,75.6428,76.7071
2014-02-10,75.57,86342646.0000,75.9985,74.0,75.8014
2014-02-07,74.24,93444918.0000,74.7042,73.9114,74.0943
2014-02-06,73.2157,64415139.0000,73.3571,72.5443,74.4828
2014-02-05,73.2271,82072855.0000,73.6114,72.3217,72.8657
2014-02-04,72.6843,94166758.0000,72.78,71.8228,72.3657
2014-02-03,71.6471,100347900.0000,72.5328,71.3286,72.2643
2014-01-31,71.5143,116191705.0000,71.6471,70.5071,71.8014
2014-01-30,71.3974,169602001.0000,72.3571,70.9571,70.74
2014-01-29,71.5357,125679438.0000,72.4814,71.2314,71.7914
2014-01-28,72.3571,266302550.0000,73.5714,71.7243,71.9928
2014-01-27,78.6428,135926881.0000,79.2571,77.9643,72.68
2014-01-24,78.01,107943182.0000,79.3743,77.8214,78.5814
2014-01-23,79.4543,100803600.0000,79.5,77.8295,79.1428
2014-01-22,78.7871,94941728.0000,79.6128,78.2585,78.5628
2014-01-21,78.4385,81897015.0000,78.5814,77.2028,78.7021
2014-01-17,77.2385,106660852.0000,78.8671,77.1285,77.2843
2014-01-16,79.1785,57313035.0000,79.55,78.8114,78.7828
2014-01-15,79.6228,97888589.0000,80.0285,78.8085,79.2714
2014-01-14,78.0557,83082535.0000,78.1043,76.8085,79.0743
2014-01-13,76.5328,94612448.0000,77.5,75.6971,76.8885
2014-01-10,76.1343,76235553.0000,77.2571,75.8728,75.7014
2014-01-09,76.6455,69762819.0000,78.1228,76.4786,77.1185
2014-01-08,77.6371,64158428.0000,77.9371,76.9557,78.1143
2014-01-07,77.1482,80172914.0000,77.9943,76.8464,76.9728
2014-01-06,77.7043,103132361.0000,78.1143,76.2285,77.76
2014-01-03,77.2828,98046999.0000,79.1,77.2043,76.7785
2014-01-02,79.0185,58661530.0000,79.5757,78.8601,78.98
2013-12-31,80.1457,55761100.0000,80.1828,79.1428,79.3828
2013-12-30,79.2171,63265305.0000,80.0128,78.903,79.1671
2013-12-27,80.0128,56385717.0000,80.63,79.9285,79.6371
2013-12-26,80.5571,50906710.0000,81.3571,80.4823,80.5457
2013-12-24,81.0957,41888748.0000,81.6971,80.8614,81.1571
2013-12-23,81.4414,125072328.0000,81.5314,80.3943,81.4128
2013-12-20,78.4314,108738663.0000,78.8014,77.831,81.1428
2013-12-19,77.78,79939814.0000,78.5714,77.6757,77.9185
2013-12-18,78.6814,141217062.0000,78.7785,76.9714,78.5
2013-12-17,79.2843,57137328.0000,79.92,79.0535,78.5285
2013-12-16,79.6428,70547981.0000,80.377,79.2871,79.4014
2013-12-13,79.2043,82974455.0000,80.4114,79.0957,79.2885
2013-12-12,80.0771,65465763.0000,80.7628,80.0043,80.4071
2013-12-11,80.1943,89783987.0000,81.5671,79.9557,80.306
2013-12-10,80.7928,69101620.0000,81.1257,80.1714,81.0
2013-12-09,80.9185,79945274.0000,81.3685,80.1286,80.5114
2013-12-06,80.0028,85919076.0000,80.9643,79.9385,80.1286
2013-12-05,81.1287,111600823.0000,82.1622,80.9157,80.8271
2013-12-04,80.7143,94279248.0000,81.3128,80.1171,81.8071
2013-12-03,80.9031,112338274.0000,80.9114,79.6685,80.7857
2013-12-02,78.7471,117918255.0000,80.6185,78.6885,79.7571
2013-11-29,79.4385,79532274.0000,79.7614,78.2585,79.7143
2013-11-27,77.9943,90644497.0000,78.0,76.2,78.4971
2013-11-26,76.2,99957720.0000,76.5914,74.8571,76.6157
2013-11-25,74.82,57270811.0000,75.1243,74.4285,74.8743
2013-11-22,74.2571,55833466.0000,74.5943,74.0757,74.4314
2013-11-21,74.448,65382638.0000,74.4585,73.3814,74.2171
2013-11-20,73.5714,48459468.0000,74.3457,73.4757,73.9428
2013-11-19,74.2214,52105335.0000,74.7685,73.9957,74.1757
2013-11-18,74.0898,60997871.0000,75.3128,74.0285,74.1471
2013-11-15,74.9987,79339984.0000,75.5843,74.9271,74.9985
2013-11-14,75.4514,70401611.0000,75.6114,74.5528,75.2257
2013-11-13,74.3763,49154022.0000,74.6071,73.8514,74.6871
2013-11-12,74.2871,51067815.0000,74.8457,73.8571,74.0
2013-11-11,74.1497,56747589.0000,74.5243,73.4871,73.9528
2013-11-08,74.3657,69617240.0000,74.4471,73.2271,74.2843
2013-11-07,73.2131,65542966.0000,74.7414,73.1971,73.5114
2013-11-06,74.4171,55716622.0000,74.98,74.0285,74.2257
2013-11-05,75.0641,66243519.0000,75.555,74.7143,74.8785
2013-11-04,75.25,61011871.0000,75.26,74.1157,74.94
2013-11-01,74.29,68524519.0000,74.9714,73.6914,74.4428
2013-10-31,74.6717,68774804.0000,75.3557,74.4671,74.86
2013-10-30,74.9851,88125406.0000,75.36,73.86,75.0
2013-10-29,73.8111,158499648.0000,77.0357,73.5057,74.23
2013-10-28,75.6965,124205797.0000,75.8571,74.7443,76.61
2013-10-25,75.1368,84316215.0000,76.1757,75.0157,75.5771
2013-10-24,75.9871,96004539.0000,76.0671,74.6357,75.9021
2013-10-23,74.9943,78237833.0000,75.0957,74.1428,75.0
2013-10-22,74.2668,133200030.0000,75.4928,72.5757,74.1428
2013-10-21,74.4803,98700380.0000,74.9,73.0743,75.2007
2013-10-18,72.6985,72195292.0000,72.7514,72.2443,73.11
2013-10-17,72.0714,63116954.0000,72.1114,71.3828,72.2843
2013-10-16,71.5877,62449609.0000,71.79,71.3186,71.4257
2013-10-15,71.24,79715744.0000,71.7143,70.7886,71.5414
2013-10-14,70.8628,65216780.0000,71.0828,69.9071,71.0721
2013-10-11,70.4017,66797100.0000,70.5486,69.3086,69.9757
2013-10-10,69.9483,69186523.0000,70.34,69.5771,69.57
2013-10-09,69.5126,75304273.0000,69.6843,68.3257,70.1886
2013-10-08,68.7057,72260532.0000,70.0914,68.6486,69.2343
2013-10-07,69.6786,77889233.0000,70.3786,69.3357,69.9914
2013-10-04,69.0043,64638089.0000,69.2286,68.3714,69.5086
2013-10-03,69.0586,78802384.0000,70.3357,68.6769,69.1228
2013-10-02,69.9371,71799162.0000,70.2571,69.1071,70.0728
2013-10-01,69.7086,88194286.0000,69.8771,68.3401,69.3757
2013-09-30,68.1071,64764985.0000,68.8086,67.773,68.35
2013-09-27,68.9643,56787853.0000,69.2386,68.6743,68.1786
2013-09-26,69.46,59050786.0000,69.7943,69.1286,69.1114
2013-09-25,68.79,79011544.0000,69.9486,68.7757,69.4286
2013-09-24,69.8714,90481397.0000,70.7814,69.6886,69.8857
2013-09-23,70.0914,189942957.0000,70.9871,68.9428,70.6971
2013-09-20,66.7728,174425492.0000,68.3643,66.5714,70.8714
2013-09-19,67.4714,100811930.0000,67.9757,67.0357,68.2857
2013-09-18,66.3828,113636704.0000,66.6214,65.8086,67.2428
2013-09-17,65.0457,99704600.0000,65.6728,63.9286,66.1686
2013-09-16,64.3028,136563951.0000,65.9443,63.8886,63.9943
2013-09-13,66.4143,74495492.0000,67.4042,66.3857,65.8571
2013-09-12,67.5271,100856800.0000,67.9143,66.5728,67.0486
2013-09-11,66.8157,224172687.0000,67.67,66.4014,66.9286
2013-09-10,70.6628,185372026.0000,72.4928,69.9286,66.7157
2013-09-09,72.31,84479315.0000,72.56,71.9257,72.3143
2013-09-06,71.1743,89482147.0000,71.34,69.9928,72.1428
2013-09-05,70.7528,58779242.0000,71.5257,70.52,71.2057
2013-09-04,71.2416,86016026.0000,71.7485,70.8971,71.4643
2013-09-03,69.7971,82966965.0000,71.5143,69.6214,71.3657
2013-08-30,69.6023,68053649.0000,70.4214,69.5,70.4428
2013-08-29,70.2428,59804259.0000,70.9286,70.1614,70.2857
2013-08-28,70.128,76746763.0000,70.8286,69.4286,70.2357
2013-08-27,69.7986,105846822.0000,71.7871,69.4714,69.4286
2013-08-26,71.8528,82354395.0000,72.8857,71.5,71.1428
2013-08-23,71.5743,55559766.0000,71.9071,71.3357,71.5357
2013-08-22,71.8514,60866474.0000,72.2271,71.1714,71.8957
2013-08-21,71.7657,83783025.0000,72.45,71.6,72.14
2013-08-20,71.5814,89508677.0000,72.9385,71.5457,71.9414
2013-08-19,72.5343,127401718.0000,73.3914,72.0,72.8157
